AAK,AAT,AEN,AFC,AFG,AFR,AFT,AGT,AGV,AHW,ALC,APAAC12,APAAC14,APAAC20,AQC,AQI,AQL,AQM,ASS,ATM,ATS,AVP,AVT,AWT,CDS,CIL,CSG,EGM,F,FAV,FCS,FFG,FFL,FHL,FI,FIG,FLL,FLM,GIA,GIG,GLT,GMV,GS,GSL,GST,GV,GWQ,GWT,GearyAuto_Hydrophobicity20,GearyAuto_Mutability20,GearyAuto_Mutability5,GearyAuto_Steric8,HLT,IGA,II,IIM,ITA,KGG,LF,LID,LK,LN,LTR,LTS,LVD,LVI,LY,LYS,M,MF,MP,MQ,MSA,MoranAuto_AvFlexibility19,MoranAuto_AvFlexibility20,MoranAuto_AvFlexibility8,MoranAuto_Hydrophobicity17,MoranAuto_Mutability14,MoranAuto_Mutability19,MoranAuto_Polarizability18,MoreauBrotoAuto_AvFlexibility20,MoreauBrotoAuto_AvFlexibility24,MoreauBrotoAuto_FreeEnergy10,MoreauBrotoAuto_Hydrophobicity13,MoreauBrotoAuto_Polarizability22,MoreauBrotoAuto_ResidueVol13,NW,PAAC21,PAAC22,PAAC27,PAAC28,PAAC29,PGV,PLF,PLL,QC,QGM,QY,RLT,RSA,RV,SGV,VAI,VGL,VGS,VGT,VIA,VLA,VSV,VVD,YST,_ChargeD1050,_ChargeD3025,_HydrophobicityT23,_PolarityC1,_SecondaryStrD1001,_SecondaryStrD1075,_SecondaryStrD3075,_SecondaryStrD3100,_SolventAccessibilityC1,autocorr_3,bomanindex,labels
0,0,0,0,0,0,0,0,0,0,0,11.994000000000002,0.0,5.997000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.768,1.418,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.35200000000000004,-0.0,0.555,-0.0,-0.0,-0.0,-0.0,0.015,1.433,-0.0,0.092,0.0,0.252,1.048,-0.058,-0.369,0.391,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,80.0,60.0,0.14300000000000002,0.067,13.333,80.0,60.0,93.333,0.4,0.026799999999999973,2.824,vfp
0,0,0,0,0,0,0,0,0,0,0,7.746,3.873,3.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.149,1.7990000000000002,0.519,1.062,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,8.0,0.0,0.0,0.0,0,-0.239,0.578,0.02,0.07,0.171,0.091,-0.417,0.057,0.505,0.065,-0.057,-0.11,-0.08800000000000001,0.0,-1.7280000000000002,-0.0,0.8759999999999999,-0.513,-0.058,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,44.0,4.0,0.083,0.32,8.0,80.0,36.0,88.0,0.32,-0.1024,3.0988,vfp
0,0,0,0,0,0,0,0,0,0,0,5.5939999999999985,5.5939999999999985,11.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,5.88,0,0,-0.0,-0.0,0.764,0.871,0,0,5.88,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.224,0.5920000000000001,-0.44,-0.0,0.0,-0.0,-0.0,0.003,-0.4270000000000001,-0.0,0.486,0.0,0.458,-1.017,-0.609,-1.113,-0.121,0,0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,100.0,55.556,0.412,0.333,5.556,38.889,55.556,72.222,0.556,0.13921333333333336,0.4127777777777776,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.043,1.074,0.937,0.7759999999999999,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.111,-0.185,-0.103,-0.3,-0.073,-0.246,-0.078,0.595,0.473,0.136,0.297,-0.173,-0.076,0.0,0.935,0.972,-1.09,-0.15,0.65,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,25.0,9.375,0.29,0.281,6.25,62.5,46.875,78.125,0.406,-0.044472413793103474,2.4934375,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,4.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.236,0.01,0.672,0.667,0,0,0.0,0,0,0,4.17,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.184,0.655,-0.166,0.095,-0.467,-0.326,-0.4920000000000001,-0.081,0.378,0.012,-0.242,-0.048,-0.141,0.0,-0.508,-0.431,1.551,0.633,-0.866,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,44.0,68.0,0.417,0.4,4.0,68.0,52.0,96.0,0.48,-0.0819,0.5216000000000001,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.731,1.7719999999999998,0.894,0.972,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.167,0.0,0.0,0.0,0,-0.446,-0.727,-0.195,0.14400000000000002,0.3,0.272,-0.092,0.244,0.0,-0.252,0.184,1.084,0.459,0.0,-0.289,-0.06,0.05,-0.015,0.11,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.304,0.292,25.0,54.167,66.667,83.333,0.333,-0.028747619047619043,1.4074999999999998,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.42,1.028,1.102,1.254,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.545,0.0,0.0,0.0,0,-0.855,0.917,-0.066,-0.655,-0.453,-0.131,0.313,-0.909,-0.0,0.18600000000000005,-0.269,0.0,-0.16899999999999998,0.0,0.8140000000000001,-0.233,0.7020000000000001,0.04,0.483,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,86.36399999999998,0.667,0.455,4.545,50.0,72.727,100.0,0.5,0.31426315789473697,-0.4754545454545456,vfp
0,0,0,0,0,0,0,0,0,0,0,14.532,0.0,7.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.219,0.948,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.153,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.092,-0.015,-0.0,-0.312,0.0,-2.2840000000000003,-1.612,0.8290000000000001,0.6659999999999999,1.724,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21.429,0.0,0.231,0.214,7.143,71.429,42.857,100.0,0.429,-0.3164909090909091,1.9728571428571424,vfp
0,0,0,0,0,0,0,0,0,0,0,5.865,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.8009999999999999,1.124,0,0,0.0,0,0,0,0.0,0,0.0,5.88,0,0,0,0,0.0,0,5.556,0.0,0.0,0.0,0,-0.0,-0.0,0.045,0.603,0.078,-0.0,0.0,-0.0,-0.0,0.174,-0.078,-0.0,0.313,0.0,-3.178,-1.525,1.298,1.457,0.417,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,27.778,0.0,0.17600000000000002,0.278,11.111,50.0,77.778,88.889,0.389,-0.2599733333333333,1.5033333333333332,vfp
0,0,0,0,0,0,0,0,0,0,0,18.886,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.085,1.284,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.163,-1.385,-0.221,-0.0,0.0,-0.0,-0.0,0.033,0.537,-0.0,0.166,0.0,2.053,1.686,1.689,1.197,2.295,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,55.556,33.333,0.0,0.0,5.556,66.667,72.222,100.0,0.056,0.3104600000000001,3.8333333333333335,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.731,0.474,0.952,0.877,0,0,4.17,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,0.276,0.52,0.016,0.094,-0.156,-0.584,0.855,0.878,0.812,-0.13,0.728,0.879,0.29,0.0,1.565,0.726,0.16399999999999998,-0.52,0.736,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,44.0,0.208,0.44,4.0,32.0,48.0,88.0,0.48,-0.009972727272727295,0.3244000000000001,vfp
0,0,0,0,0,0,0,0,0,0,0,16.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.833,1.176,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,5.556,0.0,0.0,0.0,0,-0.0,-0.0,0.078,-0.203,-0.141,-0.0,0.0,-0.0,-0.0,0.485,0.621,-0.0,0.163,0.0,2.123,1.106,1.99,0.925,3.379,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,38.889,0.0,0.0,0.056,5.556,72.222,61.111,94.444,0.056,0.18381333333333333,4.476666666666667,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.036,0.8540000000000001,0.8240000000000001,1.098,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,12.5,0.0,0.0,0.0,0,-0.051,0.13699999999999998,0.211,-0.364,0.133,-0.099,0.223,0.253,0.515,-0.18600000000000005,-0.19,0.069,0.052000000000000005,0.0,-0.721,-0.51,-0.206,-0.618,0.8140000000000001,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,75.0,31.25,0.32299999999999995,0.406,9.375,81.25,56.25,100.0,0.344,-0.10615862068965518,1.4912499999999995,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.897,1.16,0,0,0.0,0,1,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.213,-0.0,-0.221,-0.0,-0.0,-0.0,-0.0,0.314,-0.312,-0.0,-0.008,0.0,-0.327,-0.04,0.327,0.01,0.826,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,37.5,100.0,0.4,0.375,6.25,43.75,68.75,75.0,0.5,0.09592307692307694,0.3481249999999999,vfp
0,0,0,0,0,0,0,0,0,0,0,3.963,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.626,0.512,0.73,0.65,0,0,0.0,0,0,0,0.0,0,0.0,4.17,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,0.179,-0.6859999999999999,0.471,-0.278,0.473,0.24,-0.647,0.057,0.631,-0.353,0.134,-0.5329999999999999,0.345,0.0,0.218,0.35200000000000004,-0.14400000000000002,-0.664,-1.105,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,68.0,76.0,0.292,0.32,24.0,76.0,44.0,100.0,0.4,-0.12965000000000002,0.8115999999999999,vfp
0,0,0,0,0,0,0,0,0,0,0,6.127999999999999,6.127999999999999,6.127999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,1.389,1.0590000000000002,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.259,0.182,0.25,-0.0,0.0,-0.0,-0.0,0.004,-0.083,-0.0,-0.467,0.0,1.45,0.8440000000000001,1.947,-1.158,-0.574,0,0,0,0.0,0,5.88,0,0,0.0,0,0,0,0,0,0,0,0,0,0,61.111,55.556,0.294,0.333,11.111,66.667,44.444,100.0,0.444,-0.1715266666666667,1.0922222222222224,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,14.213,9.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.636,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.3730000000000002,1.536,0.899,1.439,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.153,-0.208,0.209,0.18600000000000005,-0.456,-0.613,1.067,-0.268,-0.0,-0.068,-0.084,0.0,-0.199,0.0,0.422,0.7659999999999999,1.209,2.434,-1.996,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,86.36399999999998,13.636,0.19,0.318,13.636,68.182,81.818,100.0,0.364,0.11505263157894732,2.9459090909090917,vfp
0,0,0,0,0,0,0,0,0,0,0,15.299,0.0,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4.17,0,1,4.17,0,0,0.028,0.517,0.754,0.502,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,-0.14300000000000002,0.345,0.281,-0.099,-0.138,0.075,-0.22,-0.35700000000000004,0.852,0.104,0.271,0.193,0.24,0.0,-0.105,0.526,1.664,1.645,-0.416,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,60.0,72.0,0.25,0.2,8.0,60.0,48.0,100.0,0.4,-0.08005454545454546,1.98,vfp
0,0,0,0,0,0,0,0,0,0,0,5.64,5.64,22.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,5.88,0,0,-0.0,-0.0,1.06,0.35700000000000004,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,0.344,0.7020000000000001,0.122,-0.0,0.0,-0.0,-0.0,-0.058,0.197,-0.0,0.177,0.0,-2.111,-0.5579999999999999,-0.685,-1.4409999999999998,0.381,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,88.889,38.889,0.353,0.389,38.889,88.889,61.111,77.778,0.444,-0.02706666666666669,0.7883333333333333,vfp
0,0,0,0,0,0,0,0,0,0,0,13.23,0.0,6.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,6.67,0,0,-0.0,-0.0,1.208,0.7959999999999999,0,0,0.0,0,0,0,0.0,0,6.67,0.0,0,0,0,0,0.0,0,6.25,0.0,0.0,0.0,0,-0.0,-0.0,-0.044,-0.0,0.6940000000000001,-0.0,-0.0,-0.0,-0.0,-0.168,-0.308,-0.0,-0.15,0.0,-3.043,-1.535,-1.043,-1.037,2.254,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,18.75,12.5,0.267,0.438,6.25,43.75,62.5,75.0,0.438,0.03301538461538464,1.1918749999999998,vfp
0,0,0,0,0,0,0,0,0,0,0,3.865,3.865,3.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.577,1.668,0.855,0.956,0,0,4.17,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.002,0.385,-0.096,0.154,-0.024,-0.101,-0.594,-0.128,0.211,0.136,-0.75,0.023,0.067,0.0,-1.58,-1.618,0.28,-0.478,0.957,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,8.0,72.0,0.333,0.4,8.0,60.0,72.0,92.0,0.52,0.24740454545454546,-0.2388,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,3.902,15.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,8.33,0,0,1.041,0.7020000000000001,1.1740000000000002,1.007,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,4.17,0,0.0,0.0,0.0,0.0,0,-0.474,-0.502,0.309,0.417,0.4,-0.282,-0.059,0.318,0.255,-0.196,0.109,-0.06,-0.002,0.0,2.707,0.936,-1.6880000000000002,-1.99,-0.7170000000000001,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,92.0,72.0,0.292,0.44,16.0,84.0,64.0,100.0,0.6,-0.09032727272727273,1.0796,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.677,1.59,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.363,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.067,-1.121,-0.0,-0.856,0.0,-0.235,0.043,2.0580000000000003,3.124,0.426,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,85.714,0.231,0.429,14.286,78.571,57.143,100.0,0.35700000000000004,-0.10532727272727273,1.3571428571428572,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,4.205,21.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-0.0,-0.0,0.54,0.299,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,5.556,0.0,0.0,0.0,0,-0.0,-0.0,0.688,-1.016,0.354,-0.0,0.0,-0.0,-0.0,-0.449,-0.501,-0.0,-0.17600000000000002,0.0,1.729,0.647,1.06,0.155,1.703,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.471,0.611,22.222,88.889,72.222,100.0,0.556,0.46212,-1.4788888888888887,vfp
0,0,0,0,0,0,0,0,0,0,0,3.174,0.0,9.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.885,1.157,0.825,0.853,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,3.125,0.0,0.0,0.0,0,0.37,0.095,-0.142,0.199,-0.102,0.4320000000000001,-0.107,0.134,0.275,-0.069,-0.114,0.043,-0.025,0.0,0.071,0.239,0.5429999999999999,0.208,0.386,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.125,50.0,0.387,0.375,3.125,75.0,50.0,96.875,0.438,-0.05519999999999999,0.9790624999999996,vfp
0,0,0,0,0,0,0,0,0,0,0,7.395,14.79,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,1,0,0,0.0,0,0,0,0,0,0,0,6.67,0,0,0.0,0,0,-0.0,-0.0,0.5589999999999999,1.293,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.523,-0.0,0.936,-0.0,-0.0,-0.0,-0.0,-0.046,-0.098,-0.0,-2.341,0.0,1.077,1.633,0.444,0.379,1.651,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0.467,0.312,12.5,43.75,75.0,93.75,0.625,-0.4749692307692307,1.5437499999999993,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,8.602,8.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4.76,0,0,0.0,0,0,1.7180000000000002,1.622,0.935,0.957,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.463,0.067,-0.014,0.473,0.321,-0.064,-0.477,-1.816,-0.0,-0.179,-0.449,0.0,-0.545,0.0,1.079,0.426,-0.62,-2.262,0.057,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,18.182,0.476,0.455,18.182,40.909,81.818,100.0,0.682,0.0057473684210526356,0.5190909090909092,vfp
0,0,0,0,0,0,0,0,0,0,0,7.273,7.273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6.67,0,0,0.0,0,0,-0.0,-0.0,0.563,1.208,0,0,0.0,0,0,0,6.67,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.0,-0.0,-0.409,-0.0,0.986,-0.0,-0.0,-0.0,-0.0,-0.022,-0.098,-0.0,-2.341,0.0,0.7909999999999999,1.425,1.204,0.29100000000000004,0.599,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0.467,0.312,12.5,62.5,56.25,93.75,0.688,-0.3310615384615385,1.0724999999999991,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,8.292,11.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6.45,0,0,0.0,0,0,0.91,0.965,0.5870000000000001,1.455,0,0,0.0,0,0,0,3.23,0,0.0,0.0,0,0,0,0,3.23,0,0.0,0.0,0.0,0.0,0,0.023,-0.087,-0.292,-0.6,-0.016,0.177,-0.518,-0.036000000000000004,-0.042,-0.019,0.069,0.742,0.6779999999999999,0.0,0.831,0.685,0.831,0.376,0.619,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,100.0,46.875,0.419,0.5,3.125,68.75,59.375,96.875,0.6559999999999999,0.15774827586206894,-0.5156249999999998,vfp
0,0,0,0,0,0,0,0,1,0,0,0.0,3.115,15.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,8.33,0,0,0.884,0.982,0.947,1.044,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,-0.365,0.225,0.189,0.229,-0.033,-0.483,-0.037000000000000005,-0.149,1.204,0.091,-0.247,0.525,-0.18600000000000005,0.0,1.702,0.238,1.7719999999999998,0.471,1.67,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.542,0.4,8.0,72.0,28.0,48.0,0.88,0.5159772727272729,-2.0516,vfp
0,0,0,0,0,0,0,0,0,0,0,0.0,11.373,3.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1.182,0.228,0.902,0.778,0,0,0.0,0,0,0,4.17,0,0.0,0.0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0,0.932,-1.098,-0.25,-0.625,-0.043,0.228,0.181,-0.738,-1.108,0.008,-0.023,-0.763,0.038,0.0,0.8340000000000001,-0.63,1.881,2.071,-0.213,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,100.0,76.0,0.417,0.44,8.0,60.0,64.0,92.0,0.76,0.3048636363636364,-0.1391999999999998,vfp
0,0,0,0,0,0,0,0,0,0,0,5.103,5.103,5.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.127999999999999,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,2.63,0,0,0.88,0.831,1.192,1.17,0,0,0.0,0,0,0,0.0,0,2.63,0.0,0,0,0,0,0.0,0,2.564,0.0,0.0,0.0,0,-0.09,-0.024,0.026,-0.386,-0.012,-0.128,0.125,0.308,0.154,0.209,0.095,0.395,0.266,0.0,0.204,-0.353,0.249,-1.07,0.383,0,0,0,0.0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,58.974,76.923,0.316,0.385,17.949,76.923,43.59,92.308,0.5379999999999999,-0.06313055555555554,0.2966666666666664,vfp
0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,7.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0,0,5.0,0,0,0.0,0.0,0.883,1.311,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,4.762,0.0,0.0,0.0,0,-0.6,0.225,-0.34600000000000003,-0.494,-0.515,0.121,0.28800000000000003,-0.5,-0.0,-0.006,-0.28600000000000003,-0.0,-0.327,0.0,1.509,0.249,2.015,0.747,1.8,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.476,14.286,57.143,71.429,95.238,0.81,0.4535777777777778,-2.212380952380953,vfp
0,0,0,0,0,0,0,0,1,0,0,0.0,3.42,13.681,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.545,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,9.52,0,0,0.6,1.763,0.857,0.8079999999999999,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.223,0.469,0.011,-0.142,-0.21,0.7829999999999999,-1.334,0.545,-0.0,0.073,-0.115,0.0,-0.269,0.0,2.024,0.361,2.035,0.474,2.197,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5710000000000001,0.409,13.636,68.182,40.909,86.36399999999998,0.909,0.4866210526315791,-2.3172727272727283,vfp
